,title,label,platform
281,If Russia Can Rig the US Presidential Election So Can An Insider,FAKE,vcorpus
282,Violent Escalation At The DAPL Protests w/Derrick Broze,FAKE,vcorpus
283,Water Protectors Face Off With Police NoDAPL,FAKE,vcorpus
284,See REAL Voting System Rigged For Election Theft  Bev Harris,FAKE,vcorpus
285,Smart Meter Case Testimony Before the Pennsylvania Public Utility Commission What No One Wants to Acknowledge About EMF Damage,FAKE,vcorpus
286,Regardless of Who Wins the Election Confidence in Washington DC Is ALREADY Shattered,FAKE,vcorpus
287,Iraqis in Mosul Find US Missiles at Captured Islamic State Base,FAKE,vcorpus
288,Fed Holds on Raising Rates Fears Rising Dollar,FAKE,vcorpus
289,In Rush to Lay Blame Media Ignores Positive Community Movement in Flint Michigan,FAKE,vcorpus
290,You Are Being Programmed to Hate,FAKE,vcorpus
291,UK Involvement In US Secret Drone War Revealed,FAKE,vcorpus
292,US War In Afghanistan Silently Slips Into The Abyss,FAKE,vcorpus
293,Some Want Injustice To Be Distributed Evenly Rather Than Not At All,FAKE,vcorpus
294,Smart Meter Case Testimony Before the Pennsylvania Public Utility Commission What No One Wants to Acknowledge About EMF Damage Part 2 of 4,FAKE,vcorpus
295,Colorado Cannabis Industry Contributes More to Economy Than All Other Industries Report,FAKE,vcorpus
296,When Good People Share Bad Info  Heres Why You Need to Fact Check Before You Click Share,FAKE,vcorpus
297,Police Turn In Badges Rather Than Incite Violence Against Standing Rock Protesters Report,FAKE,vcorpus
298,Smart Meter Case Testimony Before the Pennsylvania Public Utility Commission What No One Wants to Acknowledge About EMF Damage Part 3 of 4,FAKE,vcorpus
299,WikiLeaks Revelations Leave The Federal Emperor Wearing No Clothes,FAKE,vcorpus
300,Iraqi Car Bomb JawDropping Crisis Actor FAKEry Caught On Video,FAKE,vcorpus
301,FEMA Opens Loan Window As Red Cross Tries To Shut Down Shelters,FAKE,vcorpus
302,Cops Threaten To Arrest Students If They Dont Stop Handing Out Constitutions,FAKE,vcorpus
303,US Elections November Chaos What Youre Not Being Told,FAKE,vcorpus
304,US Plan C in Syria Make Al Qaeda Central The New Capital,FAKE,vcorpus
305,Drone Restrictions Can Help Peaceful Protesters Combat Injustice,FAKE,vcorpus
306,What Can The Mass Checkin At Standing Rock Tell Us About Online Advocacy,FAKE,vcorpus
307,Smart Meter Case Testimony Before the Pennsylvania Public Utility Commission What No One Wants to Acknowledge About EMF Damage Part 4 of 4,FAKE,vcorpus
308,False Flag US Intelligence Warns Of Likely Al Qaeda Terror Attack Day Before Election,FAKE,vcorpus
309,California Secessionists to Meet at Capitol Day After Presidential Election,FAKE,vcorpus
310,TreeShaped Vertical Farm Can Grow 24 Acres Of Crops,FAKE,vcorpus
311,No One Tried to Assassinate Donald Trump  But Austyn Crites Shows Up in WikiLeaks 7 Times,FAKE,vcorpus
312,Navy Petty Officer Joins DAPL Protest With Upside Down Flag  Our Greatest Enemies Are Right Here,FAKE,vcorpus
313,Leaked Memo Clinton Foundation Broke The Law,FAKE,vcorpus
314,Tiny Homes Banned In US At Increasing Rate As Govt Criminalizes Sustainable Living,FAKE,vcorpus
315,The Empire Files Abby Martin Exposes John Podesta,FAKE,vcorpus
316,Election Uncertainty Now Influencing Gold and Silver Prices,FAKE,vcorpus
317,DNC Hack A Cold War 20 False Flag,FAKE,vcorpus
318,Heres a Summary Of the Engineered US Election Chaos With a Positive Perspective,FAKE,vcorpus
319,FBI Wants you to Believe It Examined 650000 Emails in 691000 Seconds,FAKE,vcorpus
320,WikiLeaks Fends Off Cyber Attack,FAKE,vcorpus
321,Police Caught Spying on Journalists to Uncover Source of Leaks,FAKE,vcorpus
322,Just Weeks After Obamas Executive Order on Catastrophic Space Weather Events a Coronal Mass Ejection Is Set to Hit on Election Day,FAKE,vcorpus
323,Police State Elections 2016,FAKE,vcorpus
324,9 Reasons Why I Am NOT Voting,FAKE,vcorpus
325,No Matter Who Wins The Case Against Hillary Clinton Is Alive,FAKE,vcorpus
326,Cops Fire Tear Gas on Water Protectors as They Attempt to Reclaim Sacred Land,FAKE,vcorpus
327,What Is FAKE News,FAKE,vcorpus
328,The US/Turkey Plan For Seizing Holding And Occupying Syrian Territory In Raqqa,FAKE,vcorpus
329,The US/Turkey Plan For Seizing Holding And Occupying Syrian Territory In Raqqa,FAKE,vcorpus
330,Proof That 100 Years of Voting for the Lesser Evil Gave Us Trump and Hillary,FAKE,vcorpus
331,Trump Declared The Winner,FAKE,vcorpus
332,President Elect Trump A New Era of Unpredictability Awaits,FAKE,vcorpus
333,Election Medias Movie of REALity Failed,FAKE,vcorpus
334,Voters in Arkansas North Dakota Legalize Medical Marijuana Despite Federal Prohibition,FAKE,vcorpus
335,Florida Voters Approve Medical Marijuana Reject Federal Prohibition,FAKE,vcorpus
336,BUSTED Trump Supporters Get Caught Creating FAKE Badges To Intimidate Voters At Polling Places  Addicting Info  The Knowledge You Crave,REAL,vcorpus
337,Kellyanne Conway LOSES IT On Jake Tapper When He Calls Out Trumps Bigoted Fans VIDEO,REAL,vcorpus
338,Internet Erupts In Mockery After Sarah Palin Posts Something Monumentally Stupid Again TWEETS,REAL,vcorpus
339,Trump Supporters Booby Trap Polling Place And Spill Blood Of Election Volunteer VIDEO  Addicting Info  The Knowledge You Crave,REAL,vcorpus
340,I Dont Rent To N s Smoking Gun Proves Trump Family Racism VIDEO  Addicting Info  The Knowledge You Crave,REAL,vcorpus
341,Former Classmate Trump Smacked His Son So Hard It Knocked Him To The Floor  Addicting Info  The Knowledge You Crave,REAL,vcorpus
342,BREAKING Melania Trumps Immigration Records Made Public Show Trumps ULTIMATE Hypocrisy  Addicting Info  The Knowledge You Crave,REAL,vcorpus
343,Unhinged Trump Supporter Holds Children AT GUNPOINT Over Damaged Trump Sign VIDEO,REAL,vcorpus
344,Watch Beyonc Tell The Entire World Why She Supports Hillary Grab Your Tissues VIDEO,REAL,vcorpus
345,The Toronto Star Published An Unauthorized Database Of Things That Will INFURIATE Trump  Addicting Info  The Knowledge You Crave,REAL,vcorpus
346,SNL Gets REAL And Delivers The Most Important Message Of The Election Year VIDEO,REAL,vcorpus
347,Lindsey Graham Wants Trump To Put Ted Cruz On The Supreme Court Bench,REAL,vcorpus
348,Michelle Obama Poses In A Pretty Dress So Racist Conservatives Call Her A Monkey SCREENSHOTS,REAL,vcorpus
349,Racist Sign Calls For Lynching Black People To Prevent Them From Getting Equal Rights,REAL,vcorpus
350,Trump Supporters Didnt Vote Because Of The Economy It Was Racism And Heres PROOF,REAL,vcorpus
351,Megyn Kelly Makes BOMBSHELL Admission About Trump And The Media,REAL,vcorpus
352,30 People Arrested For Food Stamp Fraud Guess How Many Were Black,REAL,vcorpus
353,The Simpsons React To Their Trump Election Prediction And Theyre NOT Happy VIDEO,REAL,vcorpus
354,Bernie Sanders Rises In The Senate Prepares To Become Trumps WORST Nightmare TWEETS  Addicting Info  The Knowledge You Crave,REAL,vcorpus
355,Trump ERUPTS At Secret Meeting With The Press Transition In Chaos TWEETS  Addicting Info  The Knowledge You Crave,REAL,vcorpus
356,Comment on HALLOWEEN IN THE CASTRO RETURNS IN 2014 by Day of the Dead 2015 History food and reflections  Andrea Lawson Gray,FAKE,vcorpus
357,Comment on Tutorial Riding The Philippine Jeepney by Ivan Jose,FAKE,vcorpus
358,Comment on What White House Executive Chef Comerford Would Cook For President Hillarys First Meal by Tony Rabon,FAKE,vcorpus
359,Comment on Philippines Voids Building Permit Of Trump Tower In Makati City by Shirley Barnett,FAKE,vcorpus
360,Comment on Hillary Clinton Campaign Logo Has A Subliminal Message by    ,FAKE,vcorpus
361,Comment on Philippine Government To Take Back The Internet From Maria Ressa And Rappler by adobochron,FAKE,vcorpus
362,Comment on If Elected President Donald Trump Will Not Live In The White House by Rebecca Bennett,FAKE,vcorpus
363,Comment on WHITE HOUSE EXECUTIVE CHEF REVEALS OBAMAS FAVORITE FILIPINO FOODS by Eligio Abellera,FAKE,vcorpus
364,Comment on Respected Journalist Bill Moyers Is First HighProfile American To Flee US After Trumps Election by Sue Penn SuePennonTwitte,FAKE,vcorpus
365,Comment on Donald Trump To Replace Filipina White House Chef With Paula Deen by Mitch Jalandoni,FAKE,vcorpus
366,Apple Adds AltRight Key To Its Computer Keyboards ,FAKE,vcorpus
367,Comment on About Us by adobochroniclescom  REAL or Satire,FAKE,vcorpus
368,Comment on Philippines Department Of Tourism Unveils New Promo Slogan A Double Entendre by KoelWritingSouls,FAKE,vcorpus
369,President Putin Russian Federation supports Jammu and Kashmir's right of selfdetermination Indian army acts as ruthless bandits,FAKE,vcorpus
370,ISIS Declares It Will kill Palestinians One By One Yet Remains Quiet On Israel,FAKE,vcorpus
371,President Putin Russian Federation supports Jammu and Kashmir's right of selfdetermination Indian army acts as ruthless bandits,FAKE,vcorpus
372,ISIS Declares It Will kill Palestinians One By One Yet Remains Quiet On Israel,FAKE,vcorpus
373,CLINTON CAMPAIGN CHAIRMAN HAD MULTIPLE DINNERS WITH TOP DOJ OFFICIAL DURING HILLARY'S EMAIL INVESTIGATION,FAKE,vcorpus
374,Hillary has built the biggest bigmoney operation ever,FAKE,vcorpus
375,Hillary Sold Weapons To ISIS Wikileaks Confirms,FAKE,vcorpus
376,Top aide Hillary still not perfect in her head Wikileaks,FAKE,vcorpus
377,TRUMP CUTS OFF FUNDRAISING EVENTS FOR REPUBLICAN PARTY,FAKE,vcorpus
378,Hillary Personally Ordered Donald Duck Troll Campaign,FAKE,vcorpus
379,IBD/TIPP Tracking Poll Trump Leads Clinton with 43 Percent Support,FAKE,vcorpus
380,Hillary Friend Bribed FBI Agent and His Wife,FAKE,vcorpus
381,Arab Prince Who Gave Hillary 50 Million Begs Americans Not to Vote for Trump,FAKE,vcorpus
382,The Plenary Meeting of Iraqi Sunnis ended by stressing on unanimity and unity against threats,FAKE,vcorpus
383,Four Arab countries bought thousands of cars from Toyota and delivered them toDaesh,FAKE,vcorpus
384,UK training Saudi pilots amid reports of war crimes in Yemen,FAKE,vcorpus
385,US And Israeli Lawmakers Want Pakistan To Be Declared As Terrorist Country,FAKE,vcorpus
386,Busted Bill Recorded Telling Mistress To Deny That Clintons Helped Her Get A State Job,FAKE,vcorpus
387,Tim Kaine The Catholic Church Will Change Its SameSex Marriage Stance Or It Will Be Banned From The US,FAKE,vcorpus
388,Hillary We Did Not Lose A Single Important Person In Libya,FAKE,vcorpus
389,WikiLeaks Clinton Confidant Raised Money for Foundation Got Bill Paid Gigs,FAKE,vcorpus
390,Hillary Planning Her Escape After a Trump Win With a 18 BILLION Money Transfer to QATAR,FAKE,vcorpus
391,IOWA FARMER CLAIMS BILL CLINTON HAD SEX WITH COW DURING COCAINE PARTY,FAKE,vcorpus
392,Clinton cronies steered millions to foundation  and Bills wallet,FAKE,vcorpus
393,Biden Blames Lazy American Women For The Economy They Sit Around Doing Nothing Only Hillary Can Force Them To Work,FAKE,vcorpus
394,TRUMP CALLS FOR TEACHING PATRIOTISM IN SCHOOLS,FAKE,vcorpus
395,Rand Paul Polls Showing Hillary Ahead Are Designed To Suppress Turnout,FAKE,vcorpus
396,Saudi ambassador to the UAE Any contact with Iran Iraq Syria and Lebanon should be checked,FAKE,vcorpus
397,Erdoan US the founder of ISIS,FAKE,vcorpus
398,Poll 41 percent of voters say election could be stolen,FAKE,vcorpus
399,Hillary Clinton accused of stealing furniture from the State Department,FAKE,vcorpus
400,WIKILEAKS Hillary Got 12 Million for Clinton Charity As Quid Pro Quo For Morocco Meeting,FAKE,vcorpus
401,Trump warns of World War III if Clinton is elected,FAKE,vcorpus
402,Obama slams Trump's 'rigged' election claims as 'dangerous',FAKE,vcorpus
403,Donald Trump claims the election will be 'rigged'  and critics have called that preposterous and dangerous,FAKE,vcorpus
404,Trump says hed be neutral with Israelis and Palestinians,FAKE,vcorpus
405,Busted Bill Recorded Telling Mistress To Deny That Clintons Helped Her Get A State Job,FAKE,vcorpus
406,Tim Kaine The Catholic Church Will Change Its SameSex Marriage Stance Or It Will Be Banned From The US,FAKE,vcorpus
407,WikiLeaks Clinton Confidant Raised Money for Foundation Got Bill Paid Gigs,FAKE,vcorpus
408,Hillary Planning Her Escape After a Trump Win With a 18 BILLION Money Transfer to QATAR,FAKE,vcorpus
409,BILL CLINTON HAD SEX WITH COW DURING COCAINE PARTY IOWA FARMER REVEALS,FAKE,vcorpus
410,Clinton cronies steered millions to foundation  and Bills wallet,FAKE,vcorpus
411,Biden Blames Lazy American Women For The Economy They Sit Around Doing Nothing Only Hillary Can Force Them To Work,FAKE,vcorpus
412,TRUMP CALLS FOR TEACHING PATRIOTISM IN SCHOOLS,FAKE,vcorpus
413,Rand Paul Polls Showing Hillary Ahead Are Designed To Suppress Turnout,FAKE,vcorpus
414,Saudi ambassador to the UAE Any contact with Iran Iraq Syria and Lebanon should be checked,FAKE,vcorpus
415,Poll 41 percent of voters say election could be stolen,FAKE,vcorpus
416,Hillary Clinton accused of stealing furniture from the State Department,FAKE,vcorpus
417,WIKILEAKS Hillary Got 12 Million for Clinton Charity As Quid Pro Quo For Morocco Meeting,FAKE,vcorpus
418,Trump warns of World War III if Clinton is elected,FAKE,vcorpus
419,Obama slams Trump's 'rigged' election claims as 'dangerous',FAKE,vcorpus
420,Donald Trump claims the election will be 'rigged'  and critics have called that preposterous and dangerous,FAKE,vcorpus
421,Trump Hillary Clinton may be 'most corrupt person ever' to run for president,FAKE,vcorpus
422,Trump says hed be neutral with Israelis and Palestinians,FAKE,vcorpus
423,Donald Trump threatens to jail Hillary Clinton,FAKE,vcorpus
424,Trump accuses Obama Hillary Clinton of founding Daesh,FAKE,vcorpus
425,Trump accuses Obama Hillary Clinton of founding Daesh,FAKE,vcorpus
426,Trump Hillary Clinton may be 'most corrupt person ever' to run for president,FAKE,vcorpus
427,Donald Trump threatens to jail Hillary Clinton,FAKE,vcorpus
428,Hillary We Did Not Lose A Single Important Person In Libya,FAKE,vcorpus
429,ISIS uses an industrial dough kneader to kill 250 children roasts adults in a bakery oven in Douma Syria,FAKE,vcorpus
430,North Carolina Hillary Supporter Brags on Facebook About Voting Multiple Times,FAKE,vcorpus
431,3 Charlotte Area Counties Report Voting Machines Picking Wrong Candidates,FAKE,vcorpus
432,JASON CHAFFETZ EXPOSED HILLARY CLINTONS PLAN TO BRIBE FBI AGENTS TO LET HER GO,FAKE,vcorpus
433,WikiLeaks Email Proves Democrats Manipulate Polls,FAKE,vcorpus
434,Brad Pitt SHOCKS AMERICA Im Tired Of Liberals Taking My Money Im Voting For TRUMP,FAKE,vcorpus
435,ISIS uses an industrial dough kneader to kill 250 children roasts adults in a bakery oven in Douma Syria,FAKE,vcorpus
436,'If Trump loses I'm grabbing my musket' former congressman tweets,FAKE,vcorpus
437,Insider Leaks Bills 2Word Nickname For Hillary Exposes Dirty Bad Habits,FAKE,vcorpus
438,Reddit Users Declare War On Hillarys Paid Internet Trolls,FAKE,vcorpus
439,FEAR OF TRUMP BUSH OBAMA CLINTON ALL BUYING PROPERTY IN NONEXTRADITION NATIONS,FAKE,vcorpus
440,North Carolina Hillary Supporter Brags on Facebook About Voting Multiple Times,FAKE,vcorpus
441,3 Charlotte Area Counties Report Voting Machines Picking Wrong Candidates,FAKE,vcorpus
442,JASON CHAFFETZ EXPOSED HILLARY CLINTONS PLAN TO BRIBE FBI AGENTS TO LET HER GO,FAKE,vcorpus
443,Brad Pitt SHOCKS AMERICA Im Tired Of Liberals Taking My Money Im Voting For TRUMP,FAKE,vcorpus
444,Jackie Mason Hillary Clinton Too Untrustworthy To Serve As Bathroom Attendant  Shed Steal The Toilet Paper,FAKE,vcorpus
445,Insider Leaks Bills 2Word Nickname For Hillary Exposes Dirty Bad Habits,FAKE,vcorpus
446,Reddit Users Declare War On Hillarys Paid Internet Trolls,FAKE,vcorpus
447,FEAR OF TRUMP BUSH OBAMA CLINTON ALL BUYING PROPERTY IN NONEXTRADITION NATIONS,FAKE,vcorpus
448,Jackie Mason Hillary Clinton Too Untrustworthy To Serve As Bathroom Attendant  Shed Steal The Toilet Paper,FAKE,vcorpus
449,WikiLeaks Email Proves Democrats Manipulate Polls,FAKE,vcorpus
450,North Korea Threatens Sacred Nuclear War Against Israel if this country continue supporting ISIS,FAKE,vcorpus
451,North Korea Threatens Sacred Nuclear War Against Israel if this country continue supporting ISIS,FAKE,vcorpus
452,'If Trump loses I'm grabbing my musket' former congressman tweets,FAKE,vcorpus
453,Death of millions of Yemenis in the forgotten war,FAKE,vcorpus
454,Rigged Primary Media and Candidate the American Rigged System,FAKE,vcorpus
455,Jeddah airport was targeted by Ansar Allah missiles and was set on fire,FAKE,vcorpus
456,Is it possible that Saudi King be tried in US courts by JASTA Law,FAKE,vcorpus
457,Is it possible that Saudi King be tried in US courts by JASTA Law,FAKE,vcorpus
458,Death of millions of Yemenis in the forgotten war,FAKE,vcorpus
459,Rigged Primary Media and Candidate the American Rigged System,FAKE,vcorpus
460,Jeddah airport was targeted by Ansar Allah missiles and was set on fire,FAKE,vcorpus
461,Hillary Clintons Sudden Move Of 18 Billion To Qatar Central Bank Stuns Financial World,FAKE,vcorpus
462,Hillary Clintons Sudden Move Of 18 Billion To Qatar Central Bank Stuns Financial World,FAKE,vcorpus
463,From the beginning of this year Zionist regime has destroyed 780 houses belonging to Palestinians,FAKE,vcorpus
464,Erdogan wants to revive the dream of Ottoman Empire by supporting Saudi Arabia,FAKE,vcorpus
465,Syrian President Bashar alAssad welcomes the Prime Minister and Internal Trade and Consumer Protection Minister,FAKE,vcorpus
466,Accusing two young men in AlQatif,FAKE,vcorpus
467,Saudi Arabia announces date certain for the application of VAT,FAKE,vcorpus
468,Queen Elizabeth II owns every dolphin in Britain and doesn't need a driving licence and doesn't pay tax  here are the incredible powers you didn't know the monarchy has,FAKE,vcorpus
469,Flash Mob of Black Teens Assault Whites Media Silent On If It's A Hate Crime  Daily Wire,REAL,vcorpus
470,Polls Tighten Trump Gains 27 Percent In Poll Average In Two Weeks,REAL,vcorpus
471,Ben Shapiro Destroys John Oliver On Abortion And Trump  Daily Wire,REAL,vcorpus
472,Will Michelle Obama Run For Office Heres President Obamas Answer,REAL,vcorpus
473,Artificial Intelligence System Predicts Trump Victory,REAL,vcorpus
474,Hillary Clinton Responds To New FBI Investigation,REAL,vcorpus
475,George And Laura Bush Celebrate Their 70th Birthdays  Daily Wire,REAL,vcorpus
476,8 Things You Need To Know About The Dakota Access Pipeline Protests,REAL,vcorpus
477,Holding Hillary Accountable,REAL,vcorpus
478,Texas AM Student Arrested After Crashing Into Squad Car While Taking Nude Selfie,REAL,vcorpus
479,Supreme Court Will Decide Whether Boys Must Pee Next To Girls,REAL,vcorpus
480,State Polls Trump Gains DRAMATICALLY  Daily Wire,REAL,vcorpus
481,Hillary's Climactic TrumpPutin Oppo Dump An EPIC FAIL,REAL,vcorpus
482,New York Times Tries to Compare Comey to Hoover Here Are 4 Reasons That's Idiotic,REAL,vcorpus
483,4 Things You Need to Know About Corrupt DNC Head Donna Brazile,REAL,vcorpus
484,Michael Moore Forget What I Said Before Trump Supporters Are 'Racists And Rednecks',REAL,vcorpus
485,Hillary IMPLODES Trump 'Took EverythingPaid Nothing To Support Us',REAL,vcorpus
486,BREAKING DOJ FINALLY Secures Warrant To Inspect Humas Emails  Daily Wire,REAL,vcorpus
487,NYT On Trump's Rise 'Whiteness Is More Than Just Skin Color',REAL,vcorpus
488,Somebody Kept Driving Over This Trump Supporters Sign The Trump Supporter Got Revenge Its Awesome,REAL,vcorpus
489,Report New York Times Profit PLUMMETS,REAL,vcorpus
490,Report FBI Didnt Ask Hillary Aides To Hand Over Devices While Hillary Was Secretary of State,REAL,vcorpus
491,Desperate Obama RIPS Comey 'We Don't Operate On Innuendo'  Daily Wire,REAL,vcorpus
492,NYT FBI Failed To Connect Trump To Putin,REAL,vcorpus
493,Clemson University Student's Welcome 'Ben Shapiro Is A Pig'  Daily Wire,REAL,vcorpus
494,Baier Indictment Likely In FBI Investigation Of Clinton Foundation,REAL,vcorpus
495,WOW Indictment Likely in Clinton Foundation Case Hillarys Server Hacked by FIVE Foreign Entities  Daily Wire,REAL,vcorpus
496,Obama Talks About HIMSELF 207 Times In Speeches Supposedly About Hillary,REAL,vcorpus
497,Obama Tells Black Voters Trump Would 'Tolerate' KKK Support In Office,REAL,vcorpus
498,7 Things You Need To Know About Trump And Sex Slave Island,REAL,vcorpus
499,Christie Lost Republicans The 2012 Election He May Be Losing Them The 2016 Election Too,REAL,vcorpus
500,Powerful Docudrama 'The Hidden Rebellion' Exposes Christian Persecution Under French Revolution,REAL,vcorpus
501,Clinton Emails Use Arab Female Agitators To Shame Israel,REAL,vcorpus
502,CoverGirl's New Face A 17YearOld Male,REAL,vcorpus
503,11 Stupid Things Voxcom's Matthew Yglesias Has Said  Daily Wire,REAL,vcorpus
504,On This Awful Election Day Is There A Silver Lining For America,REAL,vcorpus
505,Clinton Campaign Harwood's Audience To Small Not Worth It,REAL,vcorpus
506,Video Women On The Street Explain Why They Hate Hillary  Daily Wire,REAL,vcorpus
507,LOL Parody 'Sponsorship' Video PERFECTLY Mocks Millennials,REAL,vcorpus
508,DNC Head My 'Conscience Is Very Clear' About Sending CNN Townhall Questions To Hillary,REAL,vcorpus
509,The 4 Biggest Losers In Donald Trump's STUNNING Victory,REAL,vcorpus
510,Hillary Won More Votes Lost The Election,REAL,vcorpus
511,PresidentElect Trump Proved Me Wrong About This Election Now I Ardently Pray He Proves Me Wrong About Him,REAL,vcorpus
512,The Media Lost All of Its Political Power Last Night  Thank You Donald Trump  Daily Wire,REAL,vcorpus
513,Just How Wrong Were the Pollsters The Final Polls vs the Final Results,REAL,vcorpus
514,WATCH Cornell University Holding 'Cry Ins' To 'Mourn' Trump Win,REAL,vcorpus
515,Video Trump Voter Dragged from His Car Brutally Beaten and Robbed by Gang of Hillary Supporters  Daily Wire,REAL,vcorpus
516,Limbaugh Perfectly Sums Up Why the Left's Unwilling to Face Why Trump REALly Won,REAL,vcorpus
517,NC State Provides Students with PostElection Comfort Food Therapy,REAL,vcorpus
518,WATCH UT Students Protest Trump,REAL,vcorpus
519,Poll Sexism Was NOT A Factor In Hillary's Loss  Daily Wire,REAL,vcorpus
520,Chelsea For President,REAL,vcorpus
521,Bernie Sanders Won't Rule Out Running In 2020,REAL,vcorpus
522,7 Reasons Trump Won  Daily Wire,REAL,vcorpus
523,This Is The Best Picture In Human History  Daily Wire,REAL,vcorpus
524,California Cafe Wants Legal Fees Paid by Muslim Women Who Sued Them,REAL,vcorpus
525,WATCH Traffic Reporter's Savage Message to Those Who Threatened to Leave US If Trump Won,REAL,vcorpus
526,LOL Listen to Yoko Ono's Primal Response to Trump Win,REAL,vcorpus
527,Trump Begins to Walk Back Illegal Immigration Promises  Daily Wire,REAL,vcorpus
528,3 Thoughts On Steve Bannon As White House Chief Strategist  dailywirecom,REAL,vcorpus
529,The Media Go Insane Over Trump In Every Way Thats Why We Dont Trust Them,REAL,vcorpus
530,The Week After Trumps Win The Reaction Of Liberal College Students,REAL,vcorpus
531,Shapiro Eviscerates Raucous Protesters At University Of Wisconsin  Daily Wire,REAL,vcorpus
532,Gallup Americans More Confident In Trump Since Election  Daily Wire,REAL,vcorpus
533,5 Things You Need to Know About 'Sanctuary Cities'  Daily Wire,REAL,vcorpus
534,The Left Says I Hate Myself For Voting Trump While Female I Don't I Just Hate You  Daily Wire,REAL,vcorpus
535,Media Claim Trump Transition Chaos Trump's Way Ahead of Schedule  Daily Wire,REAL,vcorpus
536,New Trump CIA Director Lets Dump The Iran Deal,REAL,vcorpus
537,7 Things You Need To Know About Trump Attorney General Pick Jeff Sessions  Daily Wire,REAL,vcorpus
538,Tapper Pushes 'Conflict Of Interest' Narrative,REAL,vcorpus
539,CNN Panel Can't Explain Election Outcome,REAL,vcorpus
540,Texas Officer Shot Dead Outside Police HQ,REAL,vcorpus
541,Democrats Urge Obama to Pardon 750000 Illegal Immigrants Before Trump Takes Power,REAL,vcorpus
542,Democratic Congressman Threatens Violence If GOP Tries To Defund Planned Parenthood  Daily Wire,REAL,vcorpus
543,SNOWFLAKE Colbert Didnt Want To Write Jokes About Trump Winning  Daily Wire,REAL,vcorpus
544,Kerry We Have To Worry About Treatment of Transgender People Globally,REAL,vcorpus
545,Kanye Tour Cancelled After ProTrump Rants UPDATE Kanye Hospitalized,REAL,vcorpus
546,Obama Says He's Had A ScandalFree Administration Here Are 11 of His Scandals,REAL,vcorpus
547,Obama Wont Go Away After Hes Done Thats Good News  Daily Wire,REAL,vcorpus
548,Meet All The Pundits Pandering For A Trump Adminstration Job  Daily Wire,REAL,vcorpus
549,Democrat Electors Try To Persuade GOP Electors To Abandon Trump,REAL,vcorpus
550,Mike Rowe Schools Hamilton Cast On Lecturing Pence  And Has A Few Notes For Trump Too,REAL,vcorpus
551,7 Things You Need to Know About the JFK Assassination,REAL,vcorpus
552,Tim Allen Hollywood Bullies Trump Supporters,REAL,vcorpus
553,Trump Rips Press in Private Meeting with Media Honchos Is That Good or Bad for Conservatives,REAL,vcorpus
554,Video Underwater Handgun Takes Fishing to the Next Level of Fun  Daily Wire,REAL,vcorpus
555,Donald Trump Jr Met With Russian Advocates About Syria,REAL,vcorpus
556,Meet the People Obama Just Gave the Medal of Freedom,REAL,vcorpus
557,Regime Change South Africa Targeted by Western Destabilization Efforts  Global Research,FAKE,vcorpus
558,Combat Obesity with a Balance of Omega3 and Omega6,FAKE,vcorpus
559,12 Austrian Schools Evacuated Over Radioactive Rock,FAKE,vcorpus
560,There May Be Another Planet in Our Solar System,FAKE,vcorpus
561,Getting 10 Minutes of Sunlight Per Day Can Stop Depression,FAKE,vcorpus
562,The War Against Payday Lending,FAKE,vcorpus
563,Levers of Power Flushing the Vote Down the Memory Hole,FAKE,vcorpus
564,Top Clinton Ally Caught Accepting 20k Foreign Donation,FAKE,vcorpus
565,Police Investigate Fraud after Voter Registration Flips from Republican to Democrat,FAKE,vcorpus
566,Kurds Worried Turkey Will Stab Them in the Back as They Fight ISIS,FAKE,vcorpus
567,US Government Acknowledges That alQaeda Is Not A Priority In Syria,FAKE,vcorpus
568,Justice Department Releases Guidelines on Controversial AntiHacking Law,FAKE,vcorpus
569,Obama Admin Targets Soldiers Bonuses Lets Bad VA Employees Keep Theirs,FAKE,vcorpus
570,Black Lives Matter leader DeRay McKesson endorses Clinton,FAKE,vcorpus
571,Daughter of Holocaust Survivors Running for Senate Supports 2nd Amendment,FAKE,vcorpus
572,California National Guard Members wont have to Pay Back Bonuses,FAKE,vcorpus
573,Obamacare Architect Gruber Demands Larger Mandate Penalty,FAKE,vcorpus
574,ExState Dept Employee Sending Sensitive Info to Private Email Norm Under Clinton,FAKE,vcorpus
575,Will China Trigger the Next Global Recession,FAKE,vcorpus
576,Breaking Google  Youtube Caught Censoring Bill Clintons Son,FAKE,vcorpus
577,Get Ready For Civil Unrest Survey Finds That Most Americans Are Concerned About Election Violence,FAKE,vcorpus
578,Communists Terrorize Small Business,FAKE,vcorpus
579,Guardian Front Page A 16YearOld Migrant Cries,FAKE,vcorpus
580,Obamacare Architect LAUGHS About Skyrocketing Premiums VIDEO,FAKE,vcorpus
581,WATCH Hillary Aide RUSHES to Her Side to Help Her Climb ONE Step,FAKE,vcorpus
582,Clinton Campaign Circulated Paul Ryan Relative as Possible Supreme Court Pick,FAKE,vcorpus
583,Video Rude CNN Reporter Asks Trump Why Hes Taking Time Off To Open A Hotel,FAKE,vcorpus
584,Democrats Plan To Burn Down US If Trump Elected,FAKE,vcorpus
585,Podesta Who Told Hillary She Could Use Private Email,FAKE,vcorpus
586,Trump Warns Of Vote Flipping On Machines,FAKE,vcorpus
587,Exclusive Christs Burial Place Exposed for First Time in Centuries,FAKE,vcorpus
588,Three Quarters Of Americans Oppose Gun Control,FAKE,vcorpus
